score,scoreAlt,standard,stdText,charge240,cylinders,displ,drive,engId,eng_dscr,feScore,fuelType,hlv,hpv,lv2,lv4,make,model,pv2,pv4,trany,VClass,year,trans_dscr,atvType,startStop,Barrels,City,Co2,comb,Highway,Charger,ghgScoreavg
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,6.2,4-Wheel Drive,878,SIDI; Stop-Start,3,Premium,0,0,0,0,Chevrolet,Tahoe 4WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,2022,,,Y,18.594375,14,554,16,19,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,5.3,4-Wheel Drive,835,SIDI; Stop-Start,3,Regular,0,0,0,0,Chevrolet,Suburban 4WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,2022,,,Y,18.594375,15,553,16,19,0,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,8.0,5.3,4-Wheel Drive,834,SIDI; Stop-Start,3,Regular,0,0,0,0,Chevrolet,Tahoe 4WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,2022,,,Y,17.500588235294117,15,526,17,20,0,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,8.0,6.2,4-Wheel Drive,877,SIDI; Stop-Start,3,Premium,0,0,0,0,Cadillac,Escalade 4WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,2022,,,Y,18.594375,14,554,16,19,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,6.2,Rear-Wheel Drive,876,SIDI; Stop-Start,3,Premium,0,0,0,0,GMC,Yukon XL 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,18.594375,14,560,16,19,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,6.2,Rear-Wheel Drive,875,SIDI; Stop-Start,3,Premium,0,0,0,0,GMC,Yukon 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,18.594375,14,546,16,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,5.3,Rear-Wheel Drive,833,SIDI; Stop-Start,3,Regular,0,0,0,0,GMC,Yukon XL 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,17.500588235294117,15,526,17,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,5.3,Rear-Wheel Drive,832,SIDI; Stop-Start,3,Regular,0,0,0,0,GMC,Yukon 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,17.500588235294117,15,526,17,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.3,Rear-Wheel Drive,208,SIDI,5,Regular,0,0,0,0,Ford,Explorer RWD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,N,12.935217391304349,20,385,23,28,T,5.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,4.0,2.3,Rear-Wheel Drive,18,SIDI; Stop-Start,5,Regular,0,0,0,0,Ford,Explorer RWD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,12.39625,21,369,24,28,T,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,6.2,Rear-Wheel Drive,874,SIDI; Stop-Start,3,Premium,0,0,0,0,Chevrolet,Suburban 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,18.594375,14,546,16,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,6.2,Rear-Wheel Drive,873,SIDI; Stop-Start,3,Premium,0,0,0,0,Chevrolet,Tahoe 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,18.594375,14,546,16,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,5.3,Rear-Wheel Drive,831,SIDI; Stop-Start,3,Regular,0,0,0,0,Chevrolet,Suburban 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,17.500588235294117,15,526,17,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,8.0,5.3,Rear-Wheel Drive,830,SIDI; Stop-Start,3,Regular,0,0,0,0,Chevrolet,Tahoe 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,17.500588235294117,15,526,17,20,0,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,8.0,6.2,Rear-Wheel Drive,872,SIDI; Stop-Start,3,Premium,0,0,0,0,Cadillac,Escalade 2WD,0,0,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,2022,,,Y,18.594375,14,546,16,19,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,All-Wheel Drive,311,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,AMG GLC43 4matic  Coupe,0,0,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,15.65842105263158,16,467,19,24,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.5,4-Wheel Drive,902,SIDI,5,Regular,0,0,0,0,Mazda,CX-9 4WD,0,0,Automatic (S6),Small Sport Utility Vehicle 4WD,2022,,,N,12.935217391304349,20,391,23,26,T,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,Rear-Wheel Drive,412,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,"Metris (Cargo Van, LWB)",0,0,Automatic 9-spd,Special Purpose Vehicle 2WD,2022,,,N,14.167142857142858,19,429,21,23,T,4.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,Rear-Wheel Drive,411,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,Metris (Cargo Van),0,0,Automatic 9-spd,Special Purpose Vehicle 2WD,2022,,,N,14.167142857142858,19,429,21,23,T,4.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,Rear-Wheel Drive,410,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,Metris (Passenger Van),0,0,Automatic 9-spd,Special Purpose Vehicle 2WD,2022,,,N,15.65842105263158,18,452,19,22,T,4.0
1.0,-1.0,L3LEV160,California LEV-III LEV160,0.0,12.0,6.5,All-Wheel Drive,89,,1,Premium,0,0,0,0,Lamborghini,Aventador Coupe,0,0,Automatic (AM-S7),Two Seaters,2022,,,Y,27.04636363636364,9,801,11,16,0,1.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,4.0,4-Wheel Drive,6,SIDI,3,Premium,0,0,0,0,Aston Martin,DBX V8,0,0,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2022,,,N,18.594375,14,555,16,20,T,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,3.0,1.5,All-Wheel Drive,194,SIDI,7,Regular,0,0,0,0,Nissan,Rogue AWD SL/Platinum,0,0,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2022,,,N,9.597096774193547,28,287,31,34,T,7.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,3.0,1.5,All-Wheel Drive,193,SIDI,7,Regular,0,0,0,0,Nissan,Rogue AWD,0,0,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2022,,,N,9.597096774193547,28,286,31,35,T,7.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,All-Wheel Drive,991,SIDI & PFI,5,Premium,0,0,0,0,Infiniti,QX50 AWD,0,0,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2022,,,N,11.9004,22,365,25,28,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,All-Wheel Drive,85,SIDI; Mild Hybrid,5,Premium,0,0,0,0,Audi,Q5 quattro,0,0,Automatic (AM7),Small Sport Utility Vehicle 4WD,2022,,Hybrid,Y,11.9004,23,348,25,29,T,5.0
3.0,-1.0,L3ULEV125,California LEV-III ULEV125,0.0,4.0,2.0,All-Wheel Drive,509,SIDI,5,Premium,0,0,0,0,Alfa Romeo,Stelvio AWD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,12.39625,22,363,24,28,T,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,3.0,1.5,Front-Wheel Drive,192,SIDI,7,Regular,0,0,0,0,Nissan,Rogue FWD SL/Platinum,0,0,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,2022,,,N,9.2971875,29,277,32,36,T,7.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,3.0,1.5,Front-Wheel Drive,191,SIDI,7,Regular,0,0,0,0,Nissan,Rogue FWD,0,0,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,2022,,,N,9.015454545454546,30,270,33,37,T,7.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,Front-Wheel Drive,990,SIDI & PFI,5,Premium,0,0,0,0,Infiniti,QX50,0,0,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,2022,,,N,11.442692307692308,23,347,26,29,T,5.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,6.0,3.5,Part-time 4-Wheel Drive,111,SIDI; Hybrid,5,Regular,0,0,0,0,Ford,F150 Pickup 4WD HEV,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,Hybrid,Y,12.935217391304349,23,385,23,23,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,All-Wheel Drive,402,SIDI,5,Premium,0,0,0,12,Alfa Romeo,Giulia AWD,0,100,Automatic 8-spd,Midsize Cars,2022,,,Y,11.442692307692308,23,347,26,31,T,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,2.0,Rear-Wheel Drive,400,SIDI,6,Premium,0,0,0,12,Alfa Romeo,Giulia,0,100,Automatic 8-spd,Midsize Cars,2022,,,Y,11.018888888888888,24,329,27,33,T,6.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,12.0,5.2,Rear-Wheel Drive,2,,3,Premium,0,0,9,0,Aston Martin,DB11 V12,72,0,Automatic (S8),Minicompact Cars,2022,,,N,17.500588235294117,14,521,17,22,T,3.0
3.0,-1.0,L3ULEV125,California LEV-III ULEV125,0.0,12.0,5.2,Rear-Wheel Drive,1,,3,Premium,0,0,9,0,Aston Martin,DBS,72,0,Automatic (S8),Minicompact Cars,2022,,,N,17.500588235294117,14,521,17,22,T,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,4.0,Rear-Wheel Drive,4,SIDI,4,Premium,0,0,0,0,Aston Martin,Vantage V8,0,0,Automatic 8-spd,Two Seaters,2022,,,N,14.8755,18,434,20,24,T,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,3.5,4.0,2.5,Part-time 4-Wheel Drive,42,PHEV,9,Regular Gas and Electricity,0,0,0,0,Lincoln,Corsair AWD PHEV,0,0,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2022,,Plug-in Hybrid,Y,7.774831959635181,117,116,111,104,0,10.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,4.5,4.0,2.5,All-Wheel Drive,127,SIDI & PFI,9,Premium and Electricity,0,0,0,0,Lexus,NX 450h Plus AWD,0,0,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2022,,Plug-in Hybrid,Y,6.506280528544088,131,86,120,108,0,10.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,2.4,4.0,2.0,4-Wheel Drive,571,SIDI; PHEV,6,Regular Gas and Electricity,0,0,0,0,Jeep,Wrangler 4dr 4xe,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,Plug-in Hybrid,Y,13.792098363061225,72,229,69,65,T,8.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,3.3,4.0,2.5,Front-Wheel Drive,39,PHEV,10,Regular Gas and Electricity,0,0,0,0,Ford,Escape FWD PHEV,0,0,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2022,,Plug-in Hybrid,Y,5.428208047413885,160,76,145,131,0,10.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,2.0,6.0,3.6,Front-Wheel Drive,523,PHEV,9,Regular Gas and Electricity,0,0,0,0,Chrysler,Pacifica Hybrid,0,0,Automatic (variable gear ratios),Minivan - 2WD,2022,,Plug-in Hybrid,Y,7.6508036144659375,116,118,112,107,0,10.0
10.0,-1.0,ZEV,California ZEV,8.0,,,All-Wheel Drive,204,,10,Electricity,24,86,0,0,Volvo,C40 Recharge twin,0,0,Automatic (A1),Small Sport Utility Vehicle 4WD,2022,,EV,N,0.0936,94,-1,87,80,0,10.0
10.0,-1.0,ZEV,California ZEV,8.0,,,Front-Wheel Drive,233,,10,Electricity,26,89,0,0,Polestar,2 Single Motor,0,0,Automatic (A1),Midsize Cars,2022,,EV,N,0.0744,113,-1,107,100,0,10.0
10.0,-1.0,ZEV,California ZEV,6.3,,,Rear-Wheel Drive,43,,10,Electricity,0,0,0,24,Kia,EV6 RWD (Standard Range),0,103,Automatic (A1),Small Station Wagons,2022,,EV,N,0.0696,136,-1,117,100,0,10.0
10.0,-1.0,ZEV,California ZEV,8.7,,,Rear-Wheel Drive,44,,10,Electricity,0,0,0,24,Kia,EV6 RWD (Long Range),0,103,Automatic (A1),Small Station Wagons,2022,,EV,N,0.0696,134,-1,117,101,0,10.0
10.0,-1.0,T3B0,Federal Tier 3 Bin 0,8.4,,,All-Wheel Drive,42,,10,Electricity,0,0,0,24,Kia,EV6 AWD (Long Range),0,103,Automatic (A1),Small Station Wagons,2022,,EV,N,0.0768,116,-1,105,94,0,10.0
10.0,-1.0,ZEV,California ZEV,6.3,,,Rear-Wheel Drive,67,,10,Electricity,0,0,0,27,Hyundai,Ioniq 5 RWD (Standard Range),0,106,Automatic (A1),Large Cars,2022,,EV,N,0.0744,127,-1,110,94,0,10.0
10.0,-1.0,ZEV,California ZEV,8.5,,,Rear-Wheel Drive,68,,10,Electricity,0,0,0,27,Hyundai,Ioniq 5 RWD (Long Range),0,106,Automatic (A1),Large Cars,2022,,EV,N,0.072,132,-1,114,98,0,10.0
10.0,-1.0,ZEV,California ZEV,8.5,,,All-Wheel Drive,69,,10,Electricity,0,0,0,27,Hyundai,Ioniq 5 AWD (Long Range),0,106,Automatic (A1),Large Cars,2022,,EV,N,0.0815999999999999,110,-1,98,87,0,10.0
10.0,-1.0,ZEV,California ZEV,10.0,,,All-Wheel Drive,351,,10,Electricity,0,0,0,0,Audi,e-tron Sportback quattro,0,0,Automatic (A1),Standard Sport Utility Vehicle 4WD,2022,,EV,N,0.1056,76,-1,77,78,0,10.0
10.0,-1.0,T3B0,Federal Tier 3 Bin 0,10.0,,,All-Wheel Drive,350,,10,Electricity,0,0,0,0,Audi,e-tron quattro,0,0,Automatic (A1),Standard Sport Utility Vehicle 4WD,2022,,EV,N,0.1032,78,-1,78,77,0,10.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.7,All-Wheel Drive,529,,3,Midgrade,0,0,0,0,Dodge,Durango AWD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2022,,,N,17.500588235294117,14,532,17,22,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,All-Wheel Drive,310,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,AMG GLC43 4matic,0,0,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,14.167142857142858,18,429,21,25,T,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.0,4-Wheel Drive,567,SIDI; Mild Hybrid,4,Premium,0,0,0,0,Land Rover,Range Rover Velar P400 MHEV,0,0,Automatic (S8),Small Sport Utility Vehicle 4WD,2022,,Hybrid,Y,14.167142857142858,19,425,21,25,0,4.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,6.0,3.0,4-Wheel Drive,566,SIDI; Mild Hybrid,5,Premium,0,0,0,0,Land Rover,Range Rover Velar P340 MHEV,0,0,Automatic (S8),Small Sport Utility Vehicle 4WD,2022,,Hybrid,Y,13.52318181818182,20,398,22,26,0,5.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,8.0,6.4,4-Wheel Drive,570,,2,Premium,0,0,0,0,Jeep,Wrangler 4dr 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,,N,21.250714285714285,13,622,14,17,0,2.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.6,4-Wheel Drive,569,,4,Regular,0,0,0,0,Jeep,Wrangler 4dr 4WD,0,0,Manual 6-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,15.65842105263158,17,458,19,23,0,4.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,6.0,3.6,4-Wheel Drive,568,,4,Regular,0,0,0,0,Jeep,Wrangler 4dr 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,14.8755,18,442,20,23,0,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,4-Wheel Drive,567,Mild Hybrid,4,Regular,0,0,0,0,Jeep,Wrangler 4dr 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,Hybrid,Y,14.167142857142858,19,420,21,24,0,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,4.0,2.0,4-Wheel Drive,566,SIDI,5,Regular,0,0,0,0,Jeep,Wrangler 4dr 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,13.52318181818182,21,403,22,24,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.6,4-Wheel Drive,565,,4,Regular,0,0,0,0,Jeep,Wrangler 2dr 4WD,0,0,Manual 6-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,14.8755,17,445,20,25,0,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,4-Wheel Drive,564,,4,Regular,0,0,0,0,Jeep,Wrangler 2dr 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,14.8755,18,439,20,23,0,4.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,6.0,3.6,4-Wheel Drive,563,Mild Hybrid,4,Regular,0,0,0,0,Jeep,Wrangler 2dr 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,Hybrid,Y,14.167142857142858,20,415,21,24,0,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,4-Wheel Drive,562,SIDI,5,Regular,0,0,0,0,Jeep,Wrangler 2dr 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,,Y,12.935217391304349,22,387,23,24,T,5.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,4-Wheel Drive,561,,5,Diesel,0,0,0,0,Jeep,Wrangler Rubic 4dr EcoDiesel 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,Diesel,Y,15.530217391304348,21,441,23,26,T,4.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,4-Wheel Drive,560,,5,Diesel,0,0,0,0,Jeep,Wrangler 4dr EcoDiesel 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2022,,Diesel,Y,14.2878,22,410,25,29,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.0,4-Wheel Drive,773,SIDI; Mild Hybrid,5,Premium,0,0,0,0,Jaguar,F-Pace P340 MHEV,0,0,Automatic (S8),Small Sport Utility Vehicle 4WD,2022,,Hybrid,Y,13.52318181818182,20,401,22,27,0,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.5,All-Wheel Drive,381,SIDI,4,Regular,0,0,0,0,Honda,Passport AWD,0,0,Automatic (S9),Small Sport Utility Vehicle 4WD,2022,,,Y,14.167142857142858,19,415,21,24,0,4.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,2.7,Part-time 4-Wheel Drive,144,SIDI & PFI,3,Regular,0,0,0,0,Ford,Bronco Sasquatch 4WD,0,0,Automatic (S10),Small Sport Utility Vehicle 4WD,2022,,,Y,17.500588235294117,17,530,17,17,T,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.5,Front-Wheel Drive,382,SIDI,5,Regular,0,0,0,0,Honda,Passport FWD,0,0,Automatic (S9),Small Sport Utility Vehicle 2WD,2022,,,Y,13.52318181818182,20,404,22,25,0,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.4,Part-time 4-Wheel Drive,141,SIDI & PFI,4,Regular,0,0,0,0,Toyota,Tundra 4WD,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,,Y,15.65842105263158,17,458,19,23,T,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.4,Part-time 4-Wheel Drive,114,SIDI & PFI; 3-mode (Sport/Normal/Eco),4,Regular,0,0,0,0,Toyota,Tundra 4WD,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,,Y,15.65842105263158,17,459,19,22,T,4.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,4-Wheel Drive,550,,5,Diesel,0,0,0,0,Jeep,Gladiator Rubic EcoDiesel 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2022,,Diesel,N,14.883125,21,435,24,27,T,4.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,4-Wheel Drive,549,,5,Diesel,0,0,0,0,Jeep,Gladiator EcoDiesel 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2022,,Diesel,N,14.883125,22,422,24,28,T,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,4-Wheel Drive,547,,4,Regular,0,0,0,0,Jeep,Gladiator 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2022,,,Y,15.65842105263158,17,465,19,22,0,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.4,Rear-Wheel Drive,140,SIDI & PFI,4,Regular,0,0,0,0,Toyota,Tundra 2WD,0,0,Automatic (S10),Standard Pickup Trucks 2WD,2022,,,Y,14.8755,18,440,20,24,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.4,Rear-Wheel Drive,113,SIDI & PFI; 3-mode (Sport/Normal/Eco),4,Regular,0,0,0,0,Toyota,Tundra 2WD,0,0,Automatic (S10),Standard Pickup Trucks 2WD,2022,,,Y,14.8755,18,439,20,23,T,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,4.0,All-Wheel Drive,806,SIDI; Mild Hybrid,4,Premium,0,0,14,0,Mercedes-Benz,S580 4matic,107,0,Automatic 9-spd,Large Cars,2022,,Hybrid,Y,15.65842105263158,16,458,19,25,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,4.0,All-Wheel Drive,805,SIDI; Mild Hybrid,3,Premium,0,0,13,0,Mercedes-Benz,S580 4matic Maybach,118,0,Automatic 9-spd,Large Cars,2022,,Hybrid,Y,16.528333333333336,15,483,18,24,T,3.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,Front-Wheel Drive,206,SIDI,7,Regular,0,0,0,14,Nissan,Sentra SR,0,96,Automatic (variable gear ratios),Midsize Cars,2022,,,N,9.2971875,28,282,32,37,0,7.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,Front-Wheel Drive,205,SIDI,7,Regular,0,0,0,14,Nissan,Sentra,0,96,Automatic (variable gear ratios),Midsize Cars,2022,,,N,9.015454545454546,29,268,33,39,0,7.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,1.6,Front-Wheel Drive,102,,6,Regular,0,0,0,15,Nissan,Versa,0,89,Manual 5-spd,Compact Cars,2022,,,N,9.917,27,295,30,35,0,6.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,1.6,Front-Wheel Drive,101,,7,Regular,0,0,0,15,Nissan,Versa,0,89,Automatic (variable gear ratios),Compact Cars,2022,,,N,8.500285714285715,32,253,35,40,0,7.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,Rear-Wheel Drive,118,SIDI,5,Premium,0,0,10,0,Mercedes-Benz,C300 Coupe,79,0,Automatic 9-spd,Subcompact Cars,2022,,,Y,11.9004,22,349,25,31,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,4.0,Rear-Wheel Drive,3,SIDI,4,Premium,0,0,9,0,Aston Martin,DB11 V8,72,0,Automatic 8-spd,Minicompact Cars,2022,,,N,14.8755,18,430,20,24,T,4.0
3.0,-1.0,U2,California LEV-II ULEV,0.0,8.0,4.0,Rear-Wheel Drive,5,,2,Premium,0,0,0,0,McLaren Automotive,765LT Coupe,0,0,Automatic (AM-S7),Two Seaters,2021,,,N,18.594375,14,564,16,18,T,2.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.5,All-Wheel Drive,135,SIDI & PFI; Hybrid,8,Regular,0,0,0,0,Toyota,Venza AWD,0,0,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2022,,Hybrid,Y,7.628461538461539,40,227,39,37,0,8.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.0,Part-time 4-Wheel Drive,230,SIDI & PFI; FFV,3,Gasoline or E85,0,0,0,0,Ford,F150 Pickup 4WD FFV,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,FFV,N,21.090476190476192,28,954,32,39,0,3.5
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.5,Part-time 4-Wheel Drive,228,SIDI & PFI,3,Regular,0,0,0,0,Ford,F150 Pickup Tremor 4WD,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,,N,16.528333333333336,16,502,18,20,T,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.5,Part-time 4-Wheel Drive,227,SIDI & PFI,2,Regular,0,0,0,0,Ford,F150 RAPTOR 37 4WD,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,,N,19.834,14,595,15,16,T,2.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,6.0,3.5,Part-time 4-Wheel Drive,226,SIDI & PFI,2,Regular,0,0,0,0,Ford,F150 RAPTOR 4WD,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,,N,19.834,14,592,15,18,T,2.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,6.0,3.5,Part-time 4-Wheel Drive,225,SIDI & PFI; Stop-Start,3,Regular,0,0,0,0,Ford,F150 RAPTOR 4WD,0,0,Automatic (S10),Standard Pickup Trucks 4WD,2022,,,Y,18.594375,15,552,16,18,T,3.0
