score,scoreAlt,standard,stdText,charge240,cylinders,displ,drive,engId,eng_dscr,feScore,fuelType,hlv,hpv,lv2,lv4,make,model,pv2,pv4,trany,VClass,year,trans_dscr,atvType,startStop,Barrels,City,Co2,comb,Highway,Charger,ghgScoreavg
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,Front-Wheel Drive,543,,4,Regular,0,0,0,0,Chrysler,Pacifica,0,0,Automatic 9-spd,Minivan - 2WD,2020,,,Y,13.52318181818182,19,400,22,28,0,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.3,Rear-Wheel Drive,821,SIDI; XFE Package,4,Regular,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,14.8755,17,447,20,24,0,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,Rear-Wheel Drive,820,SIDI; XFE Package,4,Regular,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,14.8755,17,447,20,24,0,4.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,All-Wheel Drive,70,SIDI,5,Premium,18,92,0,0,MINI,Cooper S Clubman All4,0,0,Automatic (S8),Midsize Cars,2020,,,Y,11.442692307692308,23,332,26,32,T,5.0
3.0,-1.0,L3ULEV125,California LEV-III ULEV125,0.0,4.0,1.5,Front-Wheel Drive,27,SIDI,7,Premium,0,0,0,15,Honda,Civic 4Dr,0,98,Manual 6-spd,Midsize Cars,2020,,,N,9.917,26,293,30,36,T,7.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,4.0,2.0,Rear-Wheel Drive,113,SIDI,6,Premium,0,0,0,13,Mercedes-Benz,C300,0,90,Automatic 9-spd,Compact Cars,2020,,,Y,10.625357142857142,24,314,28,35,T,6.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,4-Wheel Drive,106,SIDI,5,Premium,0,0,0,13,Mercedes-Benz,C300 4matic,0,90,Automatic 9-spd,Compact Cars,2020,,,Y,11.442692307692308,23,337,26,33,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.5,Front-Wheel Drive,306,SIDI,7,Regular,0,0,0,13,Mazda,3 4-Door 2WD,0,93,Automatic (S6),Compact Cars,2020,,,N,9.917,27,294,30,36,0,7.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.5,Front-Wheel Drive,305,SIDI; Without Cylinder Deactivation,7,Regular,0,0,0,13,Mazda,3 4-Door 2WD,0,93,Automatic (S6),Compact Cars,2020,,,N,9.917,26,298,30,35,0,7.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,1.5,Front-Wheel Drive,28,SIDI,7,Premium,0,0,12,0,Honda,Civic 2Dr,91,0,Manual 6-spd,Compact Cars,2020,,,N,9.917,26,293,30,36,T,7.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,3.9,Rear-Wheel Drive,159,SIDI,2,Premium,0,0,0,0,Ferrari,F8 Tributo,0,0,Automatic (AM7),Two Seaters,2020,,,Y,18.594375,15,538,16,19,T,2.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.7,Part-time 4-Wheel Drive,57,,1,Regular,0,0,0,0,Toyota,Sequoia 4WD,0,0,Automatic (S6),Standard Sport Utility Vehicle 4WD,2020,,,N,21.250714285714285,13,617,14,17,0,1.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.6,All-Wheel Drive,819,SIDI,4,Regular,0,0,0,0,GMC,Acadia AWD,0,0,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,14.167142857142858,18,432,21,25,0,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.7,Rear-Wheel Drive,56,,2,Regular,0,0,0,0,Toyota,Sequoia 2WD,0,0,Automatic (S6),Standard Sport Utility Vehicle 2WD,2020,,,N,19.834,13,608,15,17,0,2.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.6,Front-Wheel Drive,817,SIDI,4,Regular,0,0,0,0,GMC,Acadia FWD,0,0,Automatic 9-spd,Standard Sport Utility Vehicle 2WD,2020,,,Y,13.52318181818182,19,412,22,27,0,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,4.0,2.5,Front-Wheel Drive,566,SIDI,5,Regular,0,0,0,0,GMC,Acadia FWD,0,0,Automatic 9-spd,Standard Sport Utility Vehicle 2WD,2020,,,Y,12.935217391304349,21,381,23,27,0,5.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,4.0,2.0,4-Wheel Drive,112,SIDI,5,Premium,0,0,0,0,Mercedes-Benz,GLC300 4matic,0,0,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2020,,,Y,12.39625,21,376,24,28,T,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,2.4,All-Wheel Drive,538,,5,Regular,0,0,0,0,Jeep,Compass 4WD,0,0,Manual 6-spd,Small Sport Utility Vehicle 4WD,2020,,,N,11.9004,22,354,25,31,0,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.4,All-Wheel Drive,537,,5,Regular,0,0,0,0,Jeep,Compass 4WD,0,0,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2020,,,Y,11.9004,22,357,25,30,0,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.6,All-Wheel Drive,802,SIDI,4,Regular,0,0,0,0,Cadillac,XT5 AWD,0,0,Automatic (S9),Small Sport Utility Vehicle 4WD,2020,,,Y,14.8755,18,433,20,25,0,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,Rear-Wheel Drive,371,SIDI,6,Premium,0,0,0,0,BMW,X3 sDrive30i,0,0,Automatic (S8),Small Sport Utility Vehicle 2WD,2020,,,Y,11.018888888888888,25,331,27,29,T,6.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,4.0,2.0,Rear-Wheel Drive,111,SIDI,5,Premium,0,0,0,0,Mercedes-Benz,GLC300,0,0,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2020,,,Y,12.39625,22,365,24,29,T,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,2.4,Front-Wheel Drive,5,,5,Regular,0,0,0,0,Jeep,Compass FWD,0,0,Manual 6-spd,Small Sport Utility Vehicle 2WD,2020,,,N,11.442692307692308,23,338,26,32,0,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.4,Front-Wheel Drive,4,,5,Regular,0,0,0,0,Jeep,Compass FWD,0,0,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2020,,,Y,11.9004,22,349,25,31,0,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.5,Front-Wheel Drive,565,SIDI,5,Regular,0,0,0,0,Chevrolet,Blazer FWD,0,0,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2020,,,Y,12.935217391304349,21,381,23,27,0,5.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,6.0,3.6,Front-Wheel Drive,803,SIDI,4,Regular,0,0,0,0,Cadillac,XT5 FWD,0,0,Automatic (S9),Small Sport Utility Vehicle 2WD,2020,,,Y,14.167142857142858,18,419,21,26,0,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.3,Rear-Wheel Drive,685,SIDI,2,Regular,0,0,0,0,GMC,Sierra Cab Chassis 2WD,0,0,Automatic 6-spd,Special Purpose Vehicle 2WD,2020,,,N,19.834,14,581,15,18,0,2.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,676,SIDI,2,Regular,0,0,0,0,GMC,Sierra Cab Chassis 4WD,0,0,Automatic 6-spd,Special Purpose Vehicle 4WD,2020,,,N,19.834,14,592,15,17,0,2.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,4.3,4-Wheel Drive,533,SIDI,2,Regular,0,0,0,0,GMC,Sierra Cab Chassis 4WD,0,0,Automatic 6-spd,Special Purpose Vehicle 4WD,2020,,,N,19.834,14,593,15,16,0,2.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,4.3,Rear-Wheel Drive,532,SIDI,3,Regular,0,0,0,0,GMC,Sierra Cab Chassis 2WD,0,0,Automatic 6-spd,Special Purpose Vehicle 2WD,2020,,,N,17.500588235294117,15,522,17,19,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,4.3,4-Wheel Drive,810,SIDI,2,Regular,0,0,0,0,Chevrolet,Silverado Cab Chassis 4WD,0,0,Automatic 6-spd,Special Purpose Vehicle 4WD,2020,,,N,19.834,14,593,15,16,0,2.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,Rear-Wheel Drive,681,SIDI,2,Regular,0,0,0,0,Chevrolet,Silverado Cab Chassis 2WD,0,0,Automatic 6-spd,Special Purpose Vehicle 2WD,2020,,,N,19.834,14,581,15,18,0,2.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,671,SIDI,2,Regular,0,0,0,0,Chevrolet,Silverado Cab Chassis 4WD,0,0,Automatic 6-spd,Special Purpose Vehicle 4WD,2020,,,N,19.834,14,592,15,17,0,2.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,6.0,4.3,Rear-Wheel Drive,530,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado Cab Chassis 2WD,0,0,Automatic 6-spd,Special Purpose Vehicle 2WD,2020,,,N,17.500588235294117,15,522,17,19,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.7,Part-time 4-Wheel Drive,59,,1,Regular,0,0,0,0,Toyota,Tundra 4WD,0,0,Automatic (S6),Standard Pickup Trucks 4WD,2020,,,N,21.250714285714285,13,613,14,17,0,1.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,4.3,4-Wheel Drive,812,SIDI,3,Regular,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,,N,17.500588235294117,15,531,17,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.7,4-Wheel Drive,808,SIDI; 3-mode transmission (work truck),4,Regular,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,14.8755,19,441,20,22,T,4.0
1.0,-1.0,L3LEV160,California LEV-III LEV160,0.0,6.0,3.0,4-Wheel Drive,733,,5,Diesel,0,0,0,0,GMC,Sierra 4WD AT4,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,Diesel,Y,14.883125,22,426,24,26,T,4.0
1.0,-1.0,L3LEV160,California LEV-III LEV160,0.0,6.0,3.0,4-Wheel Drive,732,,5,Diesel,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,Diesel,Y,14.883125,22,426,24,26,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,677,SIDI,2,Regular,0,0,0,0,GMC,Sierra 4WD AT4,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,,N,18.594375,14,555,16,18,0,2.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,675,SIDI,3,Regular,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,,N,17.500588235294117,15,529,17,20,0,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,6.2,4-Wheel Drive,634,SIDI,3,Premium,0,0,0,0,GMC,Sierra 4WD AT4,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,,Y,17.500588235294117,15,514,17,19,0,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,6.2,4-Wheel Drive,633,SIDI,3,Premium,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,,Y,17.500588235294117,15,524,17,20,0,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,4.0,2.7,4-Wheel Drive,595,SIDI; 4-mode/Sport transmission,4,Regular,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,14.8755,19,441,20,22,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,557,SIDI,3,Regular,0,0,0,0,GMC,Sierra 4WD AT4,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,,Y,16.528333333333336,16,493,18,21,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,556,SIDI,3,Regular,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,,Y,15.65842105263158,16,478,19,22,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,553,SIDI,3,Regular,0,0,0,0,GMC,Sierra 4WD AT4,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,16.528333333333336,16,485,18,21,0,3.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.3,4-Wheel Drive,552,SIDI,3,Regular,0,0,0,0,GMC,Sierra 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,16.528333333333336,16,489,18,22,0,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,6.0,4.3,4-Wheel Drive,811,SIDI,2,Regular,0,0,0,0,Chevrolet,Silverado 4WD TrailBoss,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,,N,18.594375,14,555,16,18,0,2.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,4.3,4-Wheel Drive,809,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,,N,17.500588235294117,15,531,17,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.7,4-Wheel Drive,807,SIDI; 3-mode transmission (work truck),4,Regular,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,14.8755,19,441,20,22,T,4.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,4-Wheel Drive,728,,5,Diesel,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,Diesel,Y,14.2878,23,404,25,29,T,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,5.3,4-Wheel Drive,694,SIDI; FFV,2,Gasoline or E85,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,FFV,N,23.916874999999997,25,1104,28,31,0,2.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,672,SIDI,2,Regular,0,0,0,0,Chevrolet,Silverado 4WD TrailBoss,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,,N,18.594375,14,560,16,18,0,2.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.3,4-Wheel Drive,670,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 6-spd,Standard Pickup Trucks 4WD,2020,,,N,17.500588235294117,15,524,17,20,0,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,6.2,4-Wheel Drive,632,SIDI,3,Premium,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,,Y,17.500588235294117,16,515,17,20,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.7,4-Wheel Drive,594,SIDI; 4-mode/Sport transmission,4,Regular,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,14.8755,19,441,20,22,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,555,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 4WD TrailBoss,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,,Y,16.528333333333336,16,493,18,21,0,3.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.3,4-Wheel Drive,554,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 10-spd,Standard Pickup Trucks 4WD,2020,,,Y,15.65842105263158,16,476,19,22,0,3.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.3,4-Wheel Drive,551,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 4WD TrailBoss,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,16.528333333333336,16,485,18,21,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,4-Wheel Drive,550,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 4WD,0,0,Automatic 8-spd,Standard Pickup Trucks 4WD,2020,,,Y,16.528333333333336,16,493,18,22,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.7,Rear-Wheel Drive,58,,2,Regular,0,0,0,0,Toyota,Tundra 2WD,0,0,Automatic (S6),Standard Pickup Trucks 2WD,2020,,,N,19.834,13,594,15,18,0,2.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.7,Rear-Wheel Drive,806,SIDI; 4-mode/Sport transmission,4,Regular,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,14.167142857142858,20,420,21,23,T,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,5.3,Rear-Wheel Drive,691,SIDI; FFV,2,Gasoline or E85,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 6-spd,Standard Pickup Trucks 2WD,2020,,FFV,N,23.916874999999997,26,1076,28,33,0,2.5
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,8.0,5.3,Rear-Wheel Drive,684,SIDI,3,Regular,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 6-spd,Standard Pickup Trucks 2WD,2020,,,N,17.500588235294117,15,523,17,21,0,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,Rear-Wheel Drive,650,,5,Diesel,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 10-spd,Standard Pickup Trucks 2WD,2020,,Diesel,Y,13.73826923076923,23,391,26,30,T,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.7,Rear-Wheel Drive,593,SIDI; 3-mode transmission (work truck),4,Regular,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,14.8755,19,420,20,22,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,Rear-Wheel Drive,549,SIDI,3,Regular,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,15.65842105263158,17,462,19,23,0,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,6.0,4.3,Rear-Wheel Drive,531,SIDI,3,Regular,0,0,0,0,GMC,Sierra 2WD,0,0,Automatic 6-spd,Standard Pickup Trucks 2WD,2020,,,N,17.500588235294117,16,522,17,21,0,3.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,4.0,2.7,Rear-Wheel Drive,805,SIDI; 4-mode/Sport transmission,4,Regular,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,14.167142857142858,20,420,21,23,T,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,5.3,Rear-Wheel Drive,688,SIDI; FFV,2,Gasoline or E85,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 6-spd,Standard Pickup Trucks 2WD,2020,,FFV,N,23.916874999999997,26,1076,28,33,0,2.5
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,Rear-Wheel Drive,680,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 6-spd,Standard Pickup Trucks 2WD,2020,,,N,17.500588235294117,15,523,17,21,0,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,Rear-Wheel Drive,649,,6,Diesel,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 10-spd,Standard Pickup Trucks 2WD,2020,,Diesel,Y,13.229444444444445,23,382,27,33,T,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.7,Rear-Wheel Drive,592,SIDI; 3-mode transmission (work truck),4,Regular,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,14.8755,19,421,20,22,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,8.0,5.3,Rear-Wheel Drive,548,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 8-spd,Standard Pickup Trucks 2WD,2020,,,Y,15.65842105263158,17,459,19,23,0,3.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,4.3,Rear-Wheel Drive,529,SIDI,3,Regular,0,0,0,0,Chevrolet,Silverado 2WD,0,0,Automatic 6-spd,Standard Pickup Trucks 2WD,2020,,,N,17.500588235294117,16,522,17,21,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,4-Wheel Drive,303,SIDI,4,Premium,0,0,0,35,Mercedes-Benz,E450 4matic (station wagon),0,98,Automatic 9-spd,Midsize Station Wagons,2020,,,Y,13.52318181818182,19,407,22,26,T,4.0
3.0,-1.0,L3ULEV125,California LEV-III ULEV125,0.0,6.0,3.0,4-Wheel Drive,521,SIDI,4,Premium,0,0,0,12,Mercedes-Benz,S450 4matic,0,112,Automatic 9-spd,Large Cars,2020,,,Y,13.52318181818182,18,407,22,28,T,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.0,Rear-Wheel Drive,520,SIDI,4,Premium,0,0,0,12,Mercedes-Benz,S450,0,112,Automatic 9-spd,Large Cars,2020,,,Y,13.52318181818182,19,402,22,28,T,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.5,Front-Wheel Drive,69,SIDI & PFI; Hybrid,9,Regular,0,0,0,16,Toyota,Avalon Hybrid XLE,0,103,Automatic (AV-S6),Midsize Cars,2020,,Hybrid,Y,6.76159090909091,43,200,44,44,0,9.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.5,Front-Wheel Drive,68,SIDI & PFI; Hybrid,9,Regular,0,0,0,16,Toyota,Avalon Hybrid,0,103,Automatic (AV-S6),Midsize Cars,2020,,Hybrid,Y,6.918837209302326,43,202,43,43,0,9.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.5,Front-Wheel Drive,46,SIDI & PFI,5,Regular,0,0,0,16,Toyota,Avalon,0,103,Automatic (S8),Midsize Cars,2020,,,N,11.9004,22,353,25,31,0,5.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.5,Front-Wheel Drive,45,SIDI & PFI,5,Regular,0,0,0,16,Toyota,Avalon XLE,0,103,Automatic (S8),Midsize Cars,2020,,,N,11.442692307692308,22,340,26,32,0,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,2.0,Front-Wheel Drive,60,SIDI,6,Premium,18,97,0,0,MINI,Cooper S Countryman,0,0,Automatic (AM-S7),Midsize Cars,2020,,,N,10.625357142857142,24,320,28,33,T,6.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,4-Wheel Drive,302,SIDI,5,Premium,0,0,0,13,Mercedes-Benz,E450 4matic,0,98,Automatic 9-spd,Midsize Cars,2020,,,Y,12.935217391304349,20,391,23,28,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,Front-Wheel Drive,85,Hybrid,9,Regular,0,0,0,12,Lincoln,MKZ Hybrid FWD,0,99,Automatic (variable gear ratios),Midsize Cars,2020,,Hybrid,Y,7.256341463414635,42,216,41,39,0,9.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.0,Front-Wheel Drive,84,SIDI,4,Regular,0,0,0,16,Lincoln,MKZ FWD,0,99,Automatic (S6),Midsize Cars,2020,,,N,14.167142857142858,18,424,21,27,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,All-Wheel Drive,83,SIDI,4,Regular,0,0,0,16,Lincoln,MKZ AWD,0,99,Automatic (S6),Midsize Cars,2020,,,N,14.8755,17,446,20,26,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,Front-Wheel Drive,82,SIDI,5,Regular,0,0,0,16,Lincoln,MKZ FWD,0,99,Automatic (S6),Midsize Cars,2020,,,N,12.39625,20,372,24,31,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,All-Wheel Drive,81,SIDI,5,Regular,0,0,0,16,Lincoln,MKZ AWD,0,99,Automatic (S6),Midsize Cars,2020,,,N,12.935217391304349,20,383,23,29,T,5.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.0,Front-Wheel Drive,92,Hybrid,9,Regular,0,0,0,16,Ford,Fusion Hybrid Taxi,0,103,Automatic (variable gear ratios),Midsize Cars,2020,,Hybrid,Y,7.256341463414635,43,216,41,40,0,9.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.0,Front-Wheel Drive,91,Hybrid,9,Regular,0,0,0,12,Ford,Fusion Hybrid FWD,0,103,Automatic (variable gear ratios),Midsize Cars,2020,,Hybrid,Y,7.083571428571429,43,210,42,41,0,9.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.5,Front-Wheel Drive,90,,5,Regular,0,0,0,16,Ford,Fusion FWD,0,103,Automatic 6-spd,Midsize Cars,2020,,,N,12.39625,21,363,24,31,0,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,Front-Wheel Drive,89,SIDI,5,Regular,0,0,0,16,Ford,Fusion FWD,0,103,Automatic (S6),Midsize Cars,2020,,,Y,11.9004,21,354,25,31,T,5.0
